"","X","id","track_name","size_mb","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"967",1111,465092669,"NHL",152.70703125,"THB",0,15554,124,3.5,5,"8.6.1","4+","Sports",37,5,1,1
"968",1112,465173198,"Cronometer",16.4443359375,"THB",99.866,210,7,3,3.5,"1.8.4","4+","Health & Fitness",37,5,1,1
"969",1113,465694275,"Zen Pinball",65.326171875,"THB",0,6534,94,4.5,4.5,"1.42.1","9+","Games",38,5,1,1
"970",1114,466252999,"Green Kitchen – healthy vegetarian recipes",388.7490234375,"THB",133.266,311,21,4.5,4.5,"2.11","4+","Food & Drink",37,4,8,1
"971",1118,466710109,"HB2 PLUS",54.185546875,"THB",33.066,54073,73,5,4,"1.3.0","4+","Games",38,5,4,1
"972",1119,466965151,"The Sims™ FreePlay",663.37890625,"THB",0,446880,1832,4.5,4,"5.29.0","12+","Games",38,5,12,1
"973",1122,467067151,"百度糯米-电影,美食团购",122.0517578125,"THB",0,383,0,4.5,0,"7.5.0","17+","Lifestyle",37,0,2,1
"974",1123,467329677,"Mathway - Math Problem Solver",89.8935546875,"THB",0,1854,28,3.5,3.5,"3.1.0","4+","Education",37,5,7,1
"975",1124,467703220,"Elmo Calls",83.5244140625,"THB",66.466,1915,38,4,4.5,"3.7","4+","Games",38,5,1,1
"976",1125,467738064,"AEO|Aerie: Jeans, Dresses, Swimsuits & Bralettes",61.05859375,"THB",0,6408,77,4,4.5,"4.1.2","4+","Shopping",37,0,1,1
"977",1126,467923185,"Loopy HD",25.1767578125,"THB",133.266,561,4,4,5,"1.6.3","4+","Music",37,5,4,1
"978",1127,467953363,"Best Hunting Times",6.2978515625,"THB",99.866,123,9,4,4,"4.2","4+","Weather",38,0,1,1
"979",1129,468090416,"SamCard Pro-card reader&business card scanner&ocr",20.140625,"THB",200.066,875,123,4.5,4.5,"2.3.3","4+","Business",37,0,7,1
"980",1130,468401854,"Daily Classifieds for iPhone",88.90234375,"THB",33.066,7973,884,4,4.5,"6.2.4.0","17+","News",37,0,5,1
"981",1131,468429333,"Runtastic Road Bike GPS Cycling Route Tracker PRO",55.109375,"THB",166.666,3800,99,4.5,4.5,"3.5","4+","Health & Fitness",37,0,15,1
"982",1132,468564994,"Tasty Planet: Back for Seconds",29.6015625,"THB",99.866,264,56,4.5,4.5,"1.4","9+","Games",43,0,8,1
"983",1133,468566852,"Tasty Planet: Back for Seconds HD",28.14453125,"THB",166.666,135,62,4.5,4.5,"1.4","9+","Games",26,5,8,1
"984",1135,468674094,"Scanner911 HD Police Radio Pro",4.14741039276123,"THB",133.266,204,166,4,4,"3.95","12+","News",26,3,2,1
"985",1136,468996152,"OfferUp - Buy. Sell. Simple.",69.75,"THB",0,57348,1213,4.5,4.5,"2.10.17","4+","Shopping",37,0,1,1
"986",1137,469024771,"随手记专业版 for  iPad",31.4677734375,"THB",33.066,240,1,4.5,5,"4.0.0","4+","Finance",24,5,1,1
"987",1138,469284907,"HP All-in-One Printer Remote",57.837890625,"THB",0,9819,415,4.5,4.5,"5.3","4+","Productivity",37,2,14,1
"988",1139,469337564,"Adobe Acrobat Reader: View, Create, & Convert PDFs",77.2548828125,"THB",0,20069,33,4,4.5,"17.05.23","4+","Business",37,5,19,1
"989",1140,469338840,"飞常准Pro-全球航班查询机票酒店预订",89.6962890625,"THB",33.066,132,1,4,5,"4.0.5","17+","Travel",37,0,2,1
"990",1142,469343097,"MEGA MAN X",86.1875,"THB",166.666,3099,105,4.5,4.5,"1.03.22","4+","Games",40,5,6,1
"991",1143,469369175,"CSR Racing",500.4912109375,"THB",0,677247,2029,4.5,4.5,"4.0.1","4+","Games",37,5,10,1
"992",1144,469610082,"Riptide GP",39.3359375,"THB",33.066,3883,675,4,4,"1.4.1","4+","Games",40,4,1,1
"993",1145,469622080,"Math Practice - Integers",2.478515625,"THB",33.066,11,0,4,0,"2.0","4+","Education",37,5,1,1
"994",1146,469863705,"Khan Academy: you can learn anything",155.1689453125,"THB",0,5459,10,4,4.5,"4.3.0","4+","Education",37,5,6,1
"995",1148,469960709,"Bejeweled Blitz",87.3486328125,"THB",0,221002,131,4,4,"1.29.1","4+","Games",38,5,1,1
"996",1149,469964520,"Lloyds Bank Mobile Banking",99.2041015625,"THB",0,17,5,4.5,4,"16.1","4+","Finance",37,0,1,1
"997",1150,470412139,"Sleepy Hollow: Mystery Legends HD (Full)",358.532920837402,"THB",166.666,168,168,4,4,"1.0.1","9+","Games",26,5,4,1
"998",1151,470412147,"Poshmark: Buy & Sell Fashion",55.5986328125,"THB",0,18035,156,4.5,4.5,"2.70","4+","Shopping",37,5,1,1
"999",1152,470578793,"Secret Calculator Pro - Hide photos & videos",13.9033203125,"THB",66.466,2504,644,4.5,5,"1.13","4+","Photo & Video",37,0,12,1
"1000",1153,471063940,"Call of Duty: Black Ops Zombies",839.48828125,"THB",233.466,116601,5839,4.5,4.5,"1.3.5","17+","Games",43,4,1,1
"1001",1156,471341991,"Infinite Flight - Flight Simulator",108.9072265625,"THB",166.666,7100,0,4.5,0,"16.13.0","4+","Games",38,5,30,1
"1002",1157,471347413,"YouNow: Live Stream Video Chat",87.37109375,"THB",0,12079,24,3.5,3.5,"13.25.0","12+","Social Networking",37,5,7,1
"1003",1158,471394851,"Bandsintown Concerts",77.1748046875,"THB",0,30845,105,4.5,5,"5.10","4+","Music",37,3,7,1
"1004",1159,471458190,"Reiner Knizia's Tigris & Euphrates",52.3112525939941,"THB",166.666,1777,321,4.5,4.5,"2.0.1","4+","Games",47,5,1,1
"1005",1161,472006138,"Coach's Eye - Video Analysis",77.671875,"THB",166.666,2676,27,4.5,4.5,"6.0.2","4+","Sports",37,5,1,1
"1006",1162,472014516,"Kohl's App: Scan, Shop, Pay and Save!",94.2900390625,"THB",0,7174,166,4,4,"7.19.46","4+","Shopping",37,0,1,1
"1007",1164,472374716,"Mystic Diary: Haunted Island HD (Full)",108.031189918518,"THB",166.666,76,76,4,4,"1.0.1","9+","Games",26,5,5,1
"1008",1165,472642407,"Trial Xtreme 2",151.078125,"THB",99.866,2254,29,4.5,4,"2.14","4+","Games",43,5,1,1
"1009",1167,472896868,"Infect Them All : Vampires",50.10546875,"THB",33.066,826,135,5,4.5,"3.1","12+","Games",43,5,1,1
"1010",1168,472937654,"Puffin Web Browser",63.521484375,"THB",0,11677,121,4,4,"5.2.2","17+","Utilities",37,5,28,1
"1011",1173,473219519,"Royal Trouble: Hidden Adventures HD (Full)",272.734375,"THB",233.466,1690,1644,4.5,4.5,"1.2","4+","Games",26,5,13,1
"1012",1174,473225145,"QQ邮箱",105.13671875,"THB",0,281,1,3.5,1,"5.3.0","4+","Utilities",38,0,1,1
"1013",1176,473596157,"Haunted Halloween Escape",14.7641763687134,"THB",0,11945,11863,4.5,4.5,"1.1","12+","Games",47,5,0,1
"1014",1178,473917761,"Sleep application",34.8310546875,"THB",33.066,21,1,4.5,5,"3.10.1","4+","Health & Fitness",37,4,2,1
"1015",1180,474011277,"Jurassic Park: The Game 1 HD",485.44140625,"THB",99.866,1483,78,4,3,"1.4.1","12+","Games",40,5,1,1
"1016",1181,474121500,"planetarian - Dream of Little Star -",169.328125,"THB",133.266,78,11,5,4.5,"1.0.3","12+","Book",43,5,2,1
"1017",1182,474205928,"The Price is Right™ Decades",296.243480682373,"THB",33.066,7693,7693,4,4,"1.0.0","4+","Games",45,0,1,1
"1018",1183,474207297,"Kids A-Z",96.0341796875,"THB",0,2887,0,3.5,0,"3.10.0","4+","Education",38,5,1,1
"1019",1185,474595631,"Timeshare+",3.3671875,"THB",66.466,1,1,5,5,"6.6","4+","Finance",40,5,1,1
"1020",1187,474679690,"BTN2Go",128.474609375,"THB",0,1628,0,2,0,"6.6","4+","Sports",37,5,1,0
"1021",1189,474764934,"N.O.V.A. 3 - Near Orbit Vanguard Alliance",1893.00390625,"THB",233.466,13503,825,4.5,4.5,"1.0.5","17+","Games",43,5,12,1
"1022",1190,474807486,"FEMA",7.7705078125,"THB",0,128,7,3,3.5,"2.9.1","4+","Weather",37,4,1,1
"1023",1191,475249619,"My Macros+ Diet, Weight and Calorie Tracker",72.0791015625,"THB",99.866,2334,298,4.5,4.5,"7.0.1","4+","Health & Fitness",37,5,1,1
"1024",1193,475772902,"Night Sky",568.8662109375,"THB",0,12122,60,4.5,4.5,"4.4.1","4+","Reference",37,5,29,1
"1025",1194,475820434,"Notion",212.986328125,"THB",500.666,929,17,4,3,"2.0.177","4+","Music",37,5,8,1
"1026",1195,475966832,"同程旅游-中国汽车票自助周边游海外跟团订票",153.4462890625,"THB",0,57,0,4,0,"8.3.0","4+","Travel",37,5,3,1
"1027",1196,475976577,"Perfect365 - Custom makeup designs and beauty tips",136.412109375,"THB",0,19540,5,4.5,4,"6.50.10","4+","Lifestyle",37,3,12,1
"1028",1197,476312888,"Photo Lab PRO HD: frames for pictures, face sketch",96.43359375,"THB",166.666,10754,5,4.5,5,"2.8.24","12+","Photo & Video",37,3,10,1
"1029",1198,476467441,"Midway Arcade",115.22265625,"THB",33.066,7639,632,4,4,"1.8","12+","Games",43,3,2,1
"1030",1199,476508724,"A Charlie Brown Christmas + iMessage Sticker Pack!",116.228515625,"THB",200.066,6420,36,4.5,5,"4.0","4+","Book",37,5,1,1
"1031",1200,476550251,"SPI言語 【Study Pro】",4.5390625,"THB",99.866,0,0,0,0,"3.0.4","4+","Education",43,0,1,1
"1032",1201,476553281,"Toca Kitchen",58.9755859375,"THB",99.866,3686,39,4,4,"1.1.4","4+","Education",40,5,1,1
"1033",1202,476555713,"Alarm Clock HD Free - Digital Alarm Clock Display",78.7060546875,"THB",0,54496,252,4.5,4,"3.0.5","4+","Utilities",37,5,12,1
"1034",1205,477091899,"Cougar Dating & Life Style App for Mature Women",104.3779296875,"THB",0,213,30,4.5,4.5,"5.2.2","17+","Social Networking",37,5,1,1
"1035",1206,477120941,"iDoceo - teacher's assistant gradebook and planner",107.3525390625,"THB",400.466,768,104,4.5,5,"4.8.1","4+","Education",24,5,11,1
"1036",1208,477128284,"Etsy: Shop Handmade, Vintage & Creative Goods",115.3203125,"THB",0,30434,309,4.5,5,"4.66","4+","Shopping",37,5,7,1
"1037",1209,477537958,"Microsoft OneDrive – File & photo cloud storage",198.037109375,"THB",0,12797,126,4,4,"8.16","4+","Productivity",37,5,30,1
"1038",1210,477618130,"Socrative Student",0.8447265625,"THB",0,581,54,3,2,"2.2.3","4+","Education",40,5,1,1
"1039",1212,477707236,"Bubble Mags",19.91796875,"THB",33.066,49,1,4.5,5,"1.96","4+","Games",37,5,1,1
"1040",1213,477891975,"Train Drive ATS",119.0087890625,"THB",133.266,233,2,4.5,4,"4.10","4+","Games",37,5,14,1
"1041",1214,477927812,"百度贴吧-全球最大兴趣交友社区",118.2470703125,"THB",0,2860,4,4,4,"8.4.3","17+","Social Networking",37,0,1,1
"1042",1216,478126577,"Merriam-Webster Dictionary & Thesaurus",141.5810546875,"THB",166.666,2843,139,4.5,4.5,"4.1.1","4+","Reference",38,4,12,1
"1043",1218,478396998,"NCAA Sports",37.2109375,"THB",0,636,11,2,1.5,"3.0.9","4+","Sports",37,1,1,1
"1044",1219,478523928,"Rebuild",60.2734375,"THB",99.866,4095,91,4.5,4.5,"3.14","12+","Games",43,5,1,1
"1045",1220,478618165,"Chefkoch - Rezepte, Kochen, Backen & Kochbuch",33.046875,"THB",0,20,0,4,0,"2.9.8","12+","Food & Drink",37,5,1,1
"1046",1221,478643661,"Handy Art Reference Tool",134.5458984375,"THB",66.466,250,87,4.5,5,"4.0","4+","Education",37,5,1,1
"1047",1222,478862935,"Runtastic Mountain Bike Ride & Route Tracker PRO",55.3828125,"THB",166.666,1520,24,4.5,4.5,"3.5","4+","Health & Fitness",37,0,15,1
"1048",1224,479067148,"The Moron Test 2",16.4287233352661,"THB",33.066,1801,236,4,4.5,"3.1","4+","Entertainment",43,5,1,1
"1049",1225,479159684,"My au",48.447265625,"THB",0,0,0,0,0,"6.1.0","4+","Utilities",37,4,2,1
"1050",1226,479206805,"激Jパチスロ 2027",87.7937612533569,"THB",333.666,0,0,0,0,"1.3.0","12+","Games",43,0,1,1
"1051",1227,479243891,"Montessori Letter Sounds - Phonics in English, Spanish, French, German & Italian",177.2197265625,"THB",133.266,41,28,3.5,3.5,"6.3","4+","Education",38,5,5,1
"1052",1228,479280326,"⋆Solitaire",47.5302734375,"THB",0,106398,12554,4.5,4.5,"1.5.6","4+","Games",37,5,1,1
"1053",1230,479516143,"Minecraft: Pocket Edition",140.94140625,"THB",233.466,522012,1148,4.5,4.5,"1.1","9+","Games",37,1,11,1
"1054",1231,479528827,"Photomontage : PhotoLayers for iPhone",14.7705078125,"THB",33.066,67,14,4.5,4,"9.0.0","4+","Photo & Video",37,0,2,1
"1055",1232,479536744,"Bejeweled Classic",94.9794921875,"THB",0,183259,804,4.5,4,"2.1","4+","Games",37,0,5,1
"1056",1233,479662730,"Grand Theft Auto III",692.7421875,"THB",166.666,26547,1682,4,4.5,"1.3.5","17+","Games",43,4,7,1
"1057",1234,479665601,"iZip Pro - Zip Unzip Unrar Tool",52.9521484375,"THB",200.066,378,12,4,4.5,"13.01","4+","Utilities",37,5,3,1
"1058",1235,479889140,"DreamZ - Lucid Dreaming. Control your dreams!",44.705078125,"THB",133.266,242,5,4,3,"2.6.0","4+","Games",38,0,1,1
"1059",1236,479943969,"TETRIS®",60.2978515625,"THB",66.466,8480,66,4,3,"2.0.36","4+","Games",37,0,11,1
"1060",1237,480079300,"58同城-招聘找工作兼职租房软件",133.4833984375,"THB",0,34,0,4,0,"7.10.5","17+","Lifestyle",37,4,1,1
"1061",1238,480090210,"BarcodeReader「ICONIT」",14.7255859375,"THB",0,0,0,0,0,"4.5.7","4+","Productivity",37,5,11,1
"1062",1239,480102733,"Awesome Calendar - Personal Planner",29.2783203125,"THB",333.666,4962,4,4.5,5,"5.4","4+","Productivity",37,5,16,1
"1063",1240,480219484,"iLearn: US States",112.7666015625,"THB",66.466,204,0,4.5,0,"5.0.1","4+","Education",37,5,1,1
"1064",1241,480375355,"The Bard's Tale",1723.5859375,"THB",99.866,4746,455,4.5,4.5,"1.8.1","12+","Games",43,5,8,1
"1065",1242,480688850,"Snow Day Calculator",8.12890625,"THB",33.066,160,57,2.5,2,"3.0","4+","Weather",38,5,1,1
"1066",1243,480805652,"TETRIS® FREE",92.7431640625,"THB",0,3383,299,3.5,4,"2.2.12","4+","Games",37,5,11,1
"1067",1245,480883488,"Canvas by Instructure",132.44921875,"THB",0,19981,36,4.5,4.5,"3.18.3","4+","Education",37,4,16,1
"1068",1246,481028647,"Ice Rage",68.5185546875,"THB",66.466,11190,43,4.5,4.5,"4.2","4+","Games",37,5,1,1
"1069",1247,481033328,"英単語ターゲット1900（5訂版）",91.4921875,"THB",166.666,0,0,0,0,"2.7.2","4+","Education",37,5,2,1
"1070",1250,481587094,"秒拍-超火爆短视频分享平台",115.27734375,"THB",0,84,0,4,0,"6.6.70","17+","Photo & Video",37,0,9,1
"1071",1252,481623941,"Toca Hair Salon - Christmas Gift",38.7041015625,"THB",0,8049,115,4,3.5,"1.0.9","4+","Education",40,5,1,1
"1072",1253,481679745,"Pocket Earth PRO Offline Maps & Travel Guides",49.427734375,"THB",166.666,748,15,4.5,4,"3.4.4","4+","Navigation",38,5,7,1
"1073",1254,481914139,"Yahoo!防災速報 - 地震や豪雨など災害情報をいち早く通知",35.2490234375,"THB",0,0,0,0,0,"2.5.1","4+","Weather",37,0,1,1
"1074",1255,481964944,"PolyFrame - All In One Collage Maker",103.390625,"THB",66.466,219,0,4,0,"11.1","4+","Photo & Video",37,5,4,1
"1075",1256,482066631,"Roku",43.9013671875,"THB",0,16867,634,4.5,4.5,"4.0.4","4+","Entertainment",37,0,1,1
"1076",1257,482158461,"French Belote",40.072265625,"THB",99.866,39,0,4.5,0,"3.5.0","4+","Games",38,5,2,1
"1077",1258,482361332,"Deluxe Moon Pro - Moon Phases Calendar",75.517578125,"THB",99.866,3312,1710,5,5,"3.95","4+","Weather",38,0,21,1
"1078",1259,482365195,"Kinectimals",176.647661209106,"THB",99.866,1336,615,4,4,"1.1","4+","Games",43,5,3,1
"1079",1260,482380153,"Santa's Naughty or Nice Scan-O-Matic Free",38.0869140625,"THB",0,632,74,3.5,3.5,"3.8","4+","Entertainment",38,5,1,1
"1080",1261,482465886,"Video Compressor",11.5546875,"THB",66.466,108,6,4,3,"3.0","4+","Photo & Video",37,3,1,1
"1081",1262,482475948,"Math Evolve: A Fun Math Game For Kids",154.01953125,"THB",66.466,236,29,4.5,4,"3.0","4+","Education",43,5,1,1
"1082",1263,482669234,"Intro Designer for iMovie and Youtube",91.634765625,"THB",99.866,1484,9,4.5,4,"3.1","9+","Photo & Video",37,5,7,1
"1083",1264,482688777,"Jurassic Park: The Game 2 HD",478.33203125,"THB",99.866,341,20,4,4,"1.2.1","12+","Games",40,5,1,1
"1084",1265,482728980,"BookShout: Read eBooks & Track Your Reading Goals",101.1572265625,"THB",0,879,22,4,3.5,"10.1","12+","Book",37,5,1,1
"1085",1268,482910640,"Wars of the Roses - Rosenkönig",291.4609375,"THB",33.066,115,28,4,4.5,"2.1","4+","Games",43,5,3,1
"1086",1269,482917268,"PetitLyrics",38.978515625,"THB",0,0,0,0,0,"2.4.5","4+","Music",37,4,2,1
"1087",1270,483049169,"Motion Math: Hungry Fish",38.66796875,"THB",99.866,1294,44,4,4,"2.8","4+","Education",40,5,11,1
"1088",1271,483161617,"270toWin",70.75390625,"THB",0,141,5,3.5,4.5,"1.7","4+","Education",24,4,1,1
"1089",1272,483336864,"Quick Scan - QR Code Reader",36.71484375,"THB",0,4783,285,4.5,4,"1.1.6","4+","Utilities",40,0,1,1
"1090",1273,483353496,"Tap the Frog",91.1728515625,"THB",66.466,4802,5,5,5,"1.5","4+","Games",37,5,8,1
"1091",1274,483910781,"Ultimate Food Value Diary - Diet & Weight Tracker",43.5439453125,"THB",133.266,2618,86,4.5,4.5,"3.4.0","4+","Health & Fitness",37,5,1,1
"1092",1275,484090401,"Akinator the Genie",88.7119140625,"THB",66.466,26333,537,4.5,4.5,"4.8","12+","Entertainment",37,5,14,1
"1093",1277,485126024,"DoubleDown Casino & Slots  – Vegas Slot Machines!",43.5732421875,"THB",0,101599,457,4,4,"3.14.2","12+","Games",37,5,6,1
"1094",1278,485246824,"Cytus",1487.9111328125,"THB",66.466,7925,330,5,5,"10.0.0","4+","Games",38,5,1,1
"1095",1279,485534181,"Dictionary ( قاموس عربي / انجليزي + ودجيت الترجمة)",66.2314453125,"THB",133.266,1112,7,4.5,4,"6.4","4+","Reference",37,5,2,1
"1096",1280,486154808,"Weather Underground: Custom Forecast & Local Radar",95.205078125,"THB",0,49192,1649,4.5,4.5,"5.9.4","4+","Weather",37,5,31,1
"1097",1281,486221305,"Where is Santa - Santa Tracker",11.736328125,"THB",33.066,92,3,3.5,3.5,"1.4.0","4+","Entertainment",38,5,1,1
"1098",1282,486270850,"Where is Santa Lite - Santa Tracker",13.978515625,"THB",0,1085,278,4,4,"1.4.0","4+","Entertainment",38,5,1,1
"1099",1283,486355738,"Halifax Mobile Banking",96.5029296875,"THB",0,8,0,4.5,0,"16.1","4+","Finance",37,0,1,1
"1100",1284,486645049,"Calculator‰",15.990234375,"THB",0,36879,12021,4.5,4.5,"4.0","4+","Utilities",38,3,31,1
"1101",1285,486692623,"""Burn your fat with me!!""",142.8203125,"THB",66.466,302,14,4.5,4,"5.2.4","17+","Health & Fitness",38,0,3,1
"1102",1286,486717857,"Lep's World Free - platformer games",58.1142578125,"THB",0,38075,1005,4.5,4.5,"2.9.8","4+","Games",38,5,19,1
"1103",1287,486744917,"国美在线 – 新人免费领200元优惠券",146.6611328125,"THB",0,0,0,0,0,"4.4.5","17+","Shopping",40,5,2,1
"1104",1288,486947533,"Airport Scanner",216.447265625,"THB",66.466,12701,8,4.5,5,"1.6.5","12+","Games",37,5,1,1
"1105",1289,487119327,"Head Soccer",115.69921875,"THB",0,481564,8518,5,5,"5.4.1","4+","Games",40,4,11,1
"1106",1290,487126596,"Calculator HD",55.3037109375,"THB",66.466,1883,30,4.5,4,"3.1.0","4+","Utilities",37,4,14,1
"1107",1291,487127942,"Calculator HD Free",64.9365234375,"THB",0,14986,260,4.5,4.5,"3.1.0","4+","Utilities",37,4,14,1
"1108",1292,487162791,"Spanish Word Wizard : Spanish Talking Movable Alphabet with Spell Check + Spelling Tests",255.87109375,"THB",99.866,8,1,3.5,5,"2.0","4+","Education",38,5,5,1
"1109",1293,487250856,"Lep's World Plus - super best platformer games",40.91015625,"THB",33.066,30830,100,4.5,4.5,"2.8.4","4+","Games",40,5,18,1
"1110",1294,487285735,"Vudu - Movies & TV",101.0634765625,"THB",0,4052,65,2,2,"5.2.0","12+","Entertainment",37,5,1,1
"1111",1296,487608658,"QQ阅读-拥有海量原著小说的电子书阅读器",117.0361328125,"THB",0,180,0,3,0,"6.5.01","17+","Book",37,4,3,1
"1112",1297,487767194,"Mad Skills BMX",40.7190599441528,"THB",33.066,2547,658,4.5,4.5,"1.4.0","9+","Games",43,5,1,1
"1113",1298,487922291,"Eventbrite - Local Events & Fun Things To Do Near Me",50.0859375,"THB",0,2353,411,4,4.5,"4.3.3","4+","Entertainment",38,0,8,1
"1114",1299,487946174,"Gumtree Classifieds: Buy & Sell - Local for Sale",96.859375,"THB",0,72,0,4,0,"6.2.0","12+","Shopping",37,4,1,1
"1115",1300,488627858,"Draw Something",80.470703125,"THB",99.866,360974,3,4.5,4.5,"3.0.17","4+","Games",38,5,1,1
"1116",1301,488818252,"Chick-fil-A",91.7724609375,"THB",0,5665,643,3.5,3.5,"5.9.1","4+","Food & Drink",37,0,1,1
"1117",1302,489185828,"happn — Dating app — Find and meet your crush",75.2470703125,"THB",0,20546,78,4.5,4.5,"7.8.2","17+","Lifestyle",37,0,14,1
"1118",1303,489221652,"Barefoot World Atlas",1553.72265625,"THB",166.666,1161,26,3.5,3,"3.0.10","4+","Reference",37,5,6,1
"1119",1304,489321253,"Action Movie FX",136.3720703125,"THB",0,101222,160,4.5,4.5,"3.2.12","9+","Entertainment",38,1,8,1
"1120",1305,489479624,"Hatchi - A retro virtual pet",81.7236328125,"THB",33.066,14381,56,4.5,4,"7.5.4","4+","Games",37,1,5,1
"1121",1307,489833171,"Visage makeup editor plus photo teeth whitener",127.8076171875,"THB",0,5767,9,4,4.5,"4.0.9","4+","Photo & Video",37,3,10,1
"1122",1308,490077681,"Baby Monitor 3G",54.25,"THB",133.266,658,23,4.5,4,"4.7.0","4+","Lifestyle",37,5,16,1
"1123",1309,490109661,"Fingle",55.8212890625,"THB",66.466,397,3,4.5,4.5,"2.5","9+","Games",24,5,1,1
"1124",1310,490129379,"Fresh Tracks Snowboarding",99.5234375,"THB",0,10107,6726,4.5,4.5,"1.52","4+","Games",43,5,6,1
"1125",1311,490152130,"A Brief History of the World",136.81640625,"THB",133.266,280,100,4,4,"1.0.2","4+","Games",43,5,1,1
"1126",1312,490217893,"iTunes U",53.0634765625,"THB",0,15801,26,4,4,"3.5","4+","Education",37,5,34,1
"1127",1313,490470296,"SPI非言語 【Study Pro】",5.59511470794678,"THB",99.866,0,0,0,0,"2.1.0","4+","Education",43,0,1,1
"1128",1315,490979746,"Visage Lab PRO HD: perfect makeup plus face editor",112.6025390625,"THB",166.666,1760,2,4.5,5,"4.0.9","4+","Photo & Video",37,3,10,1
"1129",1316,491033889,"HOOP J for Basketball Scores",13.3671875,"THB",233.466,0,0,0,0,"7.3","4+","Sports",24,5,2,1
"1130",1317,491075156,"LEGO® Juniors Create & Cruise",229.9404296875,"THB",0,6152,157,4,4,"6.3.1519","4+","Games",37,5,1,1
"1131",1318,491126018,"My Sprint Mobile",36.244140625,"THB",0,2238,3,2,4,"6.2.0","4+","Utilities",37,0,2,1
"1132",1319,491594445,"BIG WIN Basketball",62.99609375,"THB",0,12669,291,4,4,"4.0.2","12+","Games",40,5,1,1
"1133",1320,491629188,"まっぷるリンク - 旅行ガイドを丸ごとアプリで持ち歩き",61.2744140625,"THB",0,0,0,0,0,"10.2","4+","Travel",38,0,2,1
"1134",1321,491730359,"The CW",29.13671875,"THB",0,97368,9,4.5,3.5,"v2.13.9","12+","Entertainment",37,5,9,1
"1135",1322,491899548,"Pocket League Story",178.2470703125,"THB",166.666,357,4,4,3,"2.00","4+","Games",38,5,4,1
"1136",1323,491907493,"ABRSM Aural Trainer Grades 1-5",314.5849609375,"THB",266.866,0,0,0,0,"2.5","4+","Education",37,5,1,1
"1137",1324,491998279,"Articulation Station Pro",406.1884765625,"THB",2003.666,294,130,4.5,5,"2.2.3","4+","Education",38,5,1,1
"1138",1325,492076105,"iCalendar",20.708984375,"THB",99.866,2300,27,4.5,3.5,"5.0","4+","Productivity",37,5,1,1
"1139",1327,492262759,"iPaint uPaint",3.0478515625,"THB",0,29,0,4.5,0,"5.0.1","4+","Games",37,1,2,1
"1140",1328,492502649,"Cape Creator for Minecraft",15.2099609375,"THB",66.466,718,85,2.5,2.5,"3.1","4+","Utilities",38,5,3,1
"1141",1329,492571492,"Jurassic Park: The Game 4 HD",446.41796875,"THB",99.866,256,41,4,4,"1.1.1","12+","Games",40,5,1,1
"1142",1330,492671847,"NightShooting",27.5615234375,"THB",0,9,0,2.5,0,"3.10","4+","Photo & Video",38,3,2,1
"1143",1331,493136154,"Clear – Tasks, Reminders & To-Do Lists",36.6943359375,"THB",166.666,7521,539,4,3.5,"1.7.4","4+","Productivity",37,5,1,1
"1144",1332,493145008,"Headspace",115.5576171875,"THB",0,12819,1326,5,5,"2.13.2","4+","Health & Fitness",37,0,1,1
"1145",1333,493226494,"edjing Mix:DJ turntable to remix and scratch music",138.1767578125,"THB",0,13580,1208,4.5,4.5,"6.6.3","4+","Music",37,5,12,1
"1146",1335,493536432,"Hundreds",43.828125,"THB",99.866,873,56,4,4,"1.45","4+","Games",43,5,1,1
"1147",1336,493619333,"MLB.com At Bat",86.8271484375,"THB",0,21830,247,3.5,4.5,"10.2.2","4+","Sports",37,5,2,1
"1148",1337,493849232,"Machine World",137.2216796875,"THB",66.466,3875,304,4.5,4.5,"1.6.2","4+","Games",37,5,1,1
"1149",1339,493912733,"Adrian James 6 Pack Abs Workout",70.11328125,"THB",99.866,114,15,4.5,4.5,"4.3.2016091601","4+","Health & Fitness",37,0,1,1
"1150",1340,494302506,"Scotland Yard",150.2724609375,"THB",133.266,824,0,4.5,0,"2.3","4+","Games",37,4,5,1
"1151",1341,494407419,"Either",10.5771484375,"THB",33.066,89,0,3,0,"1.6","12+","Games",37,0,1,1
"1152",1343,494776019,"中华万年历-2亿用户首选的日历软件",56.4140625,"THB",0,598,1,5,5,"6.8.9","12+","Utilities",40,0,3,1
"1153",1344,494833223,"Highway Rider",161.8154296875,"THB",0,164377,78,4.5,4,"2.0.2","12+","Games",37,4,1,1
"1154",1345,494906425,"Who Deleted Me? for Facebook",4.10391044616699,"THB",33.066,118,118,1.5,1.5,"1.0.0","4+","Social Networking",45,1,1,0
"1155",1346,495077699,"Math Duel - Two Player Split Screen Mathematical Game for Kids and Adults Training - Addition, Subtraction, Multiplication and Division!",15.8203125,"THB",99.866,203,114,4.5,4.5,"2.1","4+","Education",38,5,1,1
"1156",1347,495130365,"mememo(ミーメモ)ダイエット〜生理日予測まで女性サポート",79.8173828125,"THB",0,7,0,4,0,"4.1.1","4+","Health & Fitness",37,0,2,1
"1157",1348,495546638,"Thermo-Hygrometer (Barometer, Feels Like, THI)",7.9248046875,"THB",66.466,1043,119,4.5,4.5,"4.0.1","4+","Weather",37,5,30,1
